refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,Data Domain,Observation URI,references,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+E-Tourmos,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Jouret E-Tourmos,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Jouret+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2.5e+01,0e+00,2e+01,5e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Jouret El-Ballout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,2.5e+01,3e+00,5e+00,0e+00,1.7e+01,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kafr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,7e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Harra,https://impact.cib.gov.lb/home#open_data_section,1.6e+01,Impact Open Data,1.2e+01,2.8e+01,3e+00,2.8e+01,6e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Kafr Harra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Hatna,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Batroun_District,https://dbpedia.org/page/North_Governorate,Kafr Hatna,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Jarrah,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2.5e+01,4.2e+01,5e+00,5e+00,3e+00,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Kafr Jarrah,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+Saroun,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,2e+01,4e+01,2e+01,0e+00,5e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Kafr Saroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafr+horra,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,2e+01,1.5e+01,3.5e+01,5e+00,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Kafr horra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,3e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafra+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,1e+01,1e+01,1e+01,1e+01,1e+01,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Kafra Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafraiya+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,5e+00,1.5e+01,5e+00,http://dbpedia.org/resource/Western_Beqaa_District,https://dbpedia.org/page/Beqaa_Governorate,Kafraiya West Bekaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafraya+El-Koura,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,3e+01,2e+01,5e+00,3e+01,3e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Kafraya El-Koura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrkida,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kafrkida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrnoun,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,2e+01,1e+01,3.5e+01,5e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Kafrnoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kafrya,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2.5e+01,1e+01,1e+01,1e+01,4e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kafrya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaftoun,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,1e+01,1e+01,1e+01,1e+01,2e+01,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Kaftoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahef+Maloul,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2.5e+01,2e+01,1e+01,1.5e+01,1e+01,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Kahef Maloul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahhaleh,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kahhaleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kahlouniet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.5e+01,1.5e+01,1e+01,1.5e+01,2e+01,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kahlouniet Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kamed+El-Laouz,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,1e+01,2e+01,1e+01,4.5e+01,2e+00,http://dbpedia.org/resource/Western_Beqaa_District,https://dbpedia.org/page/Beqaa_Governorate,Kamed El-Laouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1.2e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoukaba+Bou+Arab,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,3e+01,3e+00,2.3e+01,2e+00,http://dbpedia.org/resource/Rashaya_District,https://dbpedia.org/page/Beqaa_Governorate,Kaoukaba Bou Arab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoukaba+Hasbaiya,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Hasbaya_District,https://dbpedia.org/page/Nabatieh_Governorate,Kaoukaba Hasbaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kaoutariyet+Es-Siyad,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,1.5e+01,2.5e+01,2e+01,1.5e+01,5e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kaoutariyet Es-Siyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karkha,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Karkha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+El-Mohr,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2e+01,2.5e+01,3e+00,3.5e+01,2e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Karm El-Mohr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+Saddeh,https://impact.cib.gov.lb/home#open_data_section,2.4e+01,Impact Open Data,3e+01,3e+01,5e+00,1e+01,0e+00,http://dbpedia.org/resource/Zgharta_District,https://dbpedia.org/page/North_Governorate,Karm Saddeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Karm+Zebdine,https://impact.cib.gov.lb/home#open_data_section,1e+00,Impact Open Data,5e+00,3e+01,4e+00,5e+01,0e+00,http://dbpedia.org/resource/Akkar_District,https://dbpedia.org/page/Akkar_Governorate,Karm Zebdine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,3e+00,2e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ketermaya,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,2.5e+01,1e+01,2e+01,1e+01,7e+00,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Ketermaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Keyfoun,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,3e+01,1.5e+01,1e+01,1e+01,8e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Keyfoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aabida,https://impact.cib.gov.lb/home#open_data_section,5e+01,Impact Open Data,2.5e+01,1e+01,5e+00,5e+00,5e+00,http://dbpedia.org/resource/Batroun_District,https://dbpedia.org/page/North_Governorate,Kfar Aabida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aamay,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,0e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Aamay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aaqab,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,3e+01,3e+01,1e+01,1e+01,5e+00,http://dbpedia.org/resource/Matn_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Aaqab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,5e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Aaqqa,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,1e+01,1e+01,5e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Kfar Aaqqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Baal,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,3e+01,2e+01,1e+01,1e+01,3e+00,http://dbpedia.org/resource/Byblos_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Baal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Beit,https://impact.cib.gov.lb/home#open_data_section,2.3e+01,Impact Open Data,4e+01,1e+01,5e+00,1e+01,1e+01,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kfar Beit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Bibnine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.8e+01,2.5e+01,2.2e+01,2e+01,3e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Kfar Bibnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chellal,https://impact.cib.gov.lb/home#open_data_section,1.5e+01,Impact Open Data,5e+01,1e+01,5e+00,1e+01,8e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kfar Chellal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chellane,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Kfar Chellane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chima,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Chima,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Chouba,https://impact.cib.gov.lb/home#open_data_section,3e+00,Impact Open Data,1e+01,1.5e+01,3e+00,2e+01,1e+00,http://dbpedia.org/resource/Hasbaya_District,https://dbpedia.org/page/Nabatieh_Governorate,Kfar Chouba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1.5e+01,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dane,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,1.5e+01,1e+01,3e+01,1e+01,http://dbpedia.org/resource/Baalbek_District,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Kfar Dane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Denis,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,3e+01,1e+01,3.9e+01,1e+00,http://dbpedia.org/resource/Rashaya_District,https://dbpedia.org/page/Beqaa_Governorate,Kfar Denis,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dibiane,https://impact.cib.gov.lb/home#open_data_section,2.5e+01,Impact Open Data,1.5e+01,2e+01,1.5e+01,1.5e+01,5e+00,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Dibiane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,2e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Dounine,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,2e+01,2.5e+01,2.5e+01,5e+00,http://dbpedia.org/resource/Bint_Jbeil_District,https://dbpedia.org/page/Nabatieh_Governorate,Kfar Dounine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Falous,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,1e+01,1.5e+01,1.5e+01,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Kfar Falous,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Faqoud,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,2e+01,1e+01,1.5e+01,5e+00,1.5e+01,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Faqoud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Habou,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,3e+01,2e+01,5e+00,1e+01,5e+00,http://dbpedia.org/resource/MiniyehÃ¢Â€Â“Danniyeh_District,https://dbpedia.org/page/North_Governorate,Kfar Habou,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hamam,https://impact.cib.gov.lb/home#open_data_section,5e+00,Impact Open Data,2.5e+01,3e+01,5e+00,3.5e+01,0e+00,http://dbpedia.org/resource/Hasbaya_District,https://dbpedia.org/page/Nabatieh_Governorate,Kfar Hamam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,7e+00,5e-01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hatta+Saida,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,2e+01,2.5e+01,5e+00,3e+01,3e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kfar Hatta Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hay,https://impact.cib.gov.lb/home#open_data_section,4e+01,Impact Open Data,2e+01,1.5e+01,3e+00,1e+01,1e+01,http://dbpedia.org/resource/Batroun_District,https://dbpedia.org/page/North_Governorate,Kfar Hay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hazir,https://impact.cib.gov.lb/home#open_data_section,3.5e+01,Impact Open Data,1.5e+01,2.5e+01,1e+01,1e+01,4e+00,http://dbpedia.org/resource/Koura_District,https://dbpedia.org/page/North_Governorate,Kfar Hazir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Heam,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Heam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Hilda,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1e+01,3e+01,1e+01,2.5e+01,1e+01,http://dbpedia.org/resource/Batroun_District,https://dbpedia.org/page/North_Governorate,Kfar Hilda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Houneh,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,3e+01,3e+01,5e+00,1e+01,1e+01,http://dbpedia.org/resource/Jezzine_District,https://dbpedia.org/page/South_Governorate,Kfar Houneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,0e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Jreif,https://impact.cib.gov.lb/home#open_data_section,1.3e+01,Impact Open Data,1e+01,2e+01,1.5e+01,4e+01,2e+00,http://dbpedia.org/resource/Keserwan_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Jreif,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e-01,4e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Kila,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.3e+01,2e+01,2.5e+01,2e+01,1.5e+00,http://dbpedia.org/resource/Marjeyoun_District,https://dbpedia.org/page/Nabatieh_Governorate,Kfar Kila,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,5e+00,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Matta,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,2e+01,2e+01,5e+00,3e+01,0e+00,http://dbpedia.org/resource/Aley_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Matta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,2e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Melki+Saida,https://impact.cib.gov.lb/home#open_data_section,1e+01,Impact Open Data,1.5e+01,3e+01,1e+01,3e+01,3e+00,http://dbpedia.org/resource/Sidon_District,https://dbpedia.org/page/South_Governorate,Kfar Melki Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Nabrakh,https://impact.cib.gov.lb/home#open_data_section,3e+01,Impact Open Data,3e+01,2e+01,5e+00,8e+00,5e+00,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Nabrakh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Niss,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Niss,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,NaN,NaN,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Qatra,https://impact.cib.gov.lb/home#open_data_section,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,http://dbpedia.org/resource/Chouf_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Qatra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,1e+01,0e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Qouq,https://impact.cib.gov.lb/home#open_data_section,4e+00,Impact Open Data,4.9e+00,4e+01,1e+00,4e+01,1e-01,http://dbpedia.org/resource/Rashaya_District,https://dbpedia.org/page/Beqaa_Governorate,Kfar Qouq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,1e+00,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Roummane,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1.3e+01,3.8e+01,1.5e+01,1e+01,2e+00,http://dbpedia.org/resource/Nabatieh_District,https://dbpedia.org/page/Nabatieh_Governorate,Kfar Roummane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
,2e+00,1e+01,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Kfar+Selouane,https://impact.cib.gov.lb/home#open_data_section,2e+01,Impact Open Data,1e+01,2e+01,2e+01,1.8e+01,1e+01,http://dbpedia.org/resource/Baabda_District,https://dbpedia.org/page/Mount_Lebanon_Governorate,Kfar Selouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
